City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Max Temp C
272,canutama,-6.5339,-64.3831,296.19,74,74,1.39,BR,1720594458,23.04000000000002
273,yorkton,51.2167,-102.4677,290.06,94,0,2.57,CA,1720594459,16.910000000000025
274,sarai akil,25.3833,81.5167,311.68,38,87,2.16,IN,1720594460,38.53000000000003
275,wanning,18.8003,110.3967,304.56,70,100,6.32,CN,1720594462,31.410000000000025
276,nemuro,43.3236,145.575,288.45,99,100,3.71,JP,1720594463,15.300000000000011
277,conceicao da barra,-18.5933,-39.7322,293.45,96,16,1.81,BR,1720594464,20.30000000000001
278,sinabang,2.4803,96.3801,299.15,84,99,3.27,ID,1720594465,26.0
279,newman,37.3138,-121.0208,299.14,71,0,1.34,US,1720594466,25.99000000000001
280,goba,7.0167,39.9833,289.19,66,100,1.34,ET,1720594467,16.04000000000002
281,ngala,12.3377,14.1805,303.88,53,72,7.03,NG,1720594469,30.730000000000018
282,cinarcik,40.6412,29.146,302.62,71,8,0.5,TR,1720594470,29.470000000000027
283,alta,69.9689,23.2717,286.74,62,75,1.54,NO,1720594471,13.590000000000032
284,midvagur,62.0511,-7.1939,284.61,82,40,1.03,FO,1720594472,11.460000000000036
285,muravlenko,63.7898,74.523,294.63,39,100,6.2,RU,1720594473,21.480000000000018
286,sur,22.5667,59.5289,304.51,63,100,4.0,OM,1720594475,31.360000000000014
287,nova sintra,14.8667,-24.7167,297.02,79,100,10.09,CV,1720594476,23.870000000000005
288,dakhla,23.6848,-15.958,292.16,88,40,12.86,EH,1720594477,19.010000000000048
289,tabuk,17.4189,121.4443,305.4,62,31,1.36,PH,1720594478,32.25
290,rio grande,-32.035,-52.0986,280.9,94,99,3.34,BR,1720594479,7.75
291,atherton,53.5237,-2.4935,289.98,94,100,0.89,GB,1720594482,16.83000000000004
292,t'ongch'on-up,38.9539,127.8917,296.78,80,96,1.26,KP,1720594483,23.629999999999995
293,amga,60.8953,131.9608,288.4,92,100,1.11,RU,1720594484,15.25
294,yanbu,24.0891,38.0637,306.17,52,0,3.09,SA,1720594486,33.02000000000004
295,east london,-33.0153,27.9116,289.67,48,0,3.09,ZA,1720594487,16.52000000000004
296,taoudenni,22.6783,-3.9836,308.08,27,44,6.15,ML,1720594488,34.93000000000001
297,amahai,-3.3333,128.9167,298.91,86,98,4.14,ID,1720594489,25.760000000000048
298,lao cai,22.4833,103.95,306.22,64,100,0.93,VN,1720594492,33.07000000000005
299,vilyuchinsk,52.9306,158.4028,287.3,94,100,1.61,RU,1720594493,14.150000000000034
